Neighborhood,Class,Units,YearBuilt,SqFt,Income,IncomePerSqFt,Expense,ExpensePerSqFt,NetIncome,Value,ValuePerSqFt,Boro
FASHION,R4-CONDOMINIUM,10,1920,14295,495322,34.65,173541,12.14,321781,2386000,166.91,Manhattan
FASHION,R4-CONDOMINIUM,45,1929,120453,5808244,48.22,1724887,14.32,4083357,30635000,254.33,Manhattan
FASHION,RR-CONDOMINIUM,365,2005,341960,15405298,45.05,3843630,11.24,11561668,86741000,253.66,Manhattan
FASHION,RR-CONDOMINIUM,337,2008,345294,9744197,28.22,2686387,7.78,7057810,50963000,147.59,Manhattan
FASHION,R4-CONDOMINIUM,89,2004,97349,4123704,42.36,1120487,11.51,3003217,22658993,232.76,Manhattan
FLATIRON,R4-CONDOMINIUM,133,1989,136255,5507427,40.42,1353012,9.93,4154415,31389999,230.38,Manhattan
FLATIRON,R4-CONDOMINIUM,47,2008,66363,2771983,41.77,584658,8.81,2187325,16511002,248.8,Manhattan
FLATIRON,R4-CONDOMINIUM,51,1986,64600,2503250,38.75,661504,10.24,1841746,13933001,215.68,Manhattan
FLATIRON,R4-CONDOMINIUM,15,1910,28804,1284370,44.59,381941,13.26,902429,6793005,235.84,Manhattan
FLATIRON,R4-CONDOMINIUM,17,1961,38359,1498686,39.07,423867,11.05,1074819,8129000,211.92,Manhattan
FLATIRON,R4-CONDOMINIUM,21,1908,69315,3090756,44.59,919117,13.26,2171639,16346998,235.84,Manhattan
FLATIRON,R4-CONDOMINIUM,10,1906,23591,1065370,45.16,308806,13.09,756564,5347000,226.65,Manhattan
FLATIRON,R4-CONDOMINIUM,7,1900,26461,1207415,45.63,273342,10.33,934073,5147997,194.55,Manhattan
FLATIRON,R4-CONDOMINIUM,57,1906,62219,2903139,46.66,460421,7.4,2442718,18358996,295.07,Manhattan
FLATIRON,R4-CONDOMINIUM,5,1910,11036,518361,46.97,114774,10.4,403587,1980002,179.41,Manhattan
FLATIRON,R4-CONDOMINIUM,67,1906,95000,4344350,45.73,1227400,12.92,3116950,22110014,232.74,Manhattan
FLATIRON,R4-CONDOMINIUM,13,2007,24091,1060245,44.01,283310,11.76,776935,5851000,242.87,Manhattan
FLATIRON,R4-CONDOMINIUM,11,1910,28333,1322018,46.66,209664,7.4,1112354,8339999,294.36,Manhattan
FLATIRON,R4-CONDOMINIUM,17,1906,41659,1905066,45.73,538234,12.92,1366832,10279999,246.77,Manhattan
FLATIRON,R4-CONDOMINIUM,11,1904,32641,1455462,44.59,432820,13.26,1022642,7698001,235.84,Manhattan
FLATIRON,R4-CONDOMINIUM,11,1910,58439,2637352,45.13,715293,12.24,1922059,14461999,247.47,Manhattan
FLATIRON,R4-CONDOMINIUM,4,1883,9599,343260,35.76,105493,10.99,237767,1652000,172.1,Manhattan
FASHION,RR-CONDOMINIUM,283,2004,243948,9964000,40.84,2685000,11.01,7279000,51555000,211.34,Manhattan
FASHION,RR-CONDOMINIUM,299,2001,211923,10248596,48.36,2449830,11.56,7798766,54694000,258.08,Manhattan
FASHION,RR-CONDOMINIUM,75,1984,48861,612000,12.53,351000,7.18,261000,1562000,31.97,Manhattan
FLATIRON,R4-CONDOMINIUM,36,1900,92152,4231620,45.92,1160194,12.59,3071426,23099000,250.66,Manhattan
FLATIRON,R4-CONDOMINIUM,3,1910,6202,260112,41.94,108225,17.45,151887,1077000,173.65,Manhattan
FLATIRON,R4-CONDOMINIUM,14,1903,36638,1536598,41.94,639333,17.45,897265,6772000,184.84,Manhattan
FLATIRON,R4-CONDOMINIUM,1,1920,1800,65178,36.21,17928,9.96,47250,328000,182.22,Manhattan
FLATIRON,R4-CONDOMINIUM,22,1910,45692,2062080,45.13,559270,12.24,1502810,11308000,247.48,Manhattan
FLATIRON,R4-CONDOMINIUM,51,2007,84733,3907039,46.11,1038827,12.26,2868212,21567006,254.53,Manhattan
FLATIRON,R4-CONDOMINIUM,2,1907,2850,120954,42.44,38903,13.65,82051,582000,204.21,Manhattan
FLATIRON,R4-CONDOMINIUM,15,1908,29631,1013880,34.22,278880,9.41,735000,5420000,182.92,Manhattan
FLATIRON,R4-CONDOMINIUM,109,1913,191318,8727927,45.62,2343646,12.25,6384281,36300053,189.74,Manhattan
FLATIRON,R4-CONDOMINIUM,43,1900,78900,3608097,45.73,1019388,12.92,2588709,19470002,246.77,Manhattan
FLATIRON,R4-CONDOMINIUM,124,1913,138922,6269550,45.13,1700405,12.24,4569145,34380003,247.48,Manhattan
FLATIRON,R4-CONDOMINIUM,259,1986,282900,12436284,43.96,2444256,8.64,9992028,75246997,265.98,Manhattan
FLATIRON,R4-CONDOMINIUM,43,1913,60609,2735284,45.13,741854,12.24,1993430,14999000,247.47,Manhattan
FLATIRON,R4-CONDOMINIUM,423,1985,380448,16724494,43.96,3287071,8.64,13437423,101192989,265.98,Manhattan
FLATIRON,R4-CONDOMINIUM,10,1902,27065,1135106,41.94,472284,17.45,662822,4697997,173.58,Manhattan
FLATIRON,R4-CONDOMINIUM,78,2008,215976,6545690,30.31,1653840,7.66,4891850,36960998,171.13,Manhattan
FLATIRON,R4-CONDOMINIUM,119,1987,123200,5219984,42.37,1464848,11.89,3755136,28331998,229.97,Manhattan
FLATIRON,R4-CONDOMINIUM,9,1910,26794,985215,36.77,266600,9.95,718615,4973000,185.6,Manhattan
FLATIRON,R4-CONDOMINIUM,190,1910,301945,12702826,42.07,3070781,10.17,9632045,72689001,240.74,Manhattan
FLATIRON,R4-CONDOMINIUM,72,1912,180112,8011382,44.48,2973649,16.51,5037733,37922995,210.55,Manhattan
FLATIRON,R4-CONDOMINIUM,31,1911,61182,2400782,39.24,548191,8.96,1852591,14008998,228.97,Manhattan
MURRAY HILL,R4-CONDOMINIUM,22,1913,42940,1909971,44.48,708939,16.51,1201032,9041002,210.55,Manhattan
MURRAY HILL,R4-CONDOMINIUM,139,2005,238818,10047073,42.07,2428779,10.17,7618294,57491997,240.74,Manhattan
MURRAY HILL,R4-CONDOMINIUM,142,2008,161752,7303103,45.15,2021900,12.5,5281203,39737997,245.67,Manhattan
MURRAY HILL,R4-CONDOMINIUM,40,1922,40299,1522496,37.78,358661,8.9,1163835,8809998,218.62,Manhattan
MURRAY HILL,R4-CONDOMINIUM,18,1920,32085,1212171,37.78,285557,8.9,926614,7013997,218.61,Manhattan
MURRAY HILL,R4-CONDOMINIUM,250,2005,392410,17615285,44.89,4371447,11.14,13243838,99668024,253.99,Manhattan
MURRAY HILL,R4-CONDOMINIUM,40,1985,86314,3735670,43.28,1116903,12.94,2618767,19731999,228.61,Manhattan
MURRAY HILL,RR-CONDOMINIUM,182,2005,92176,807000,8.75,390000,4.23,417000,2280000,24.74,Manhattan
MURRAY HILL,R4-CONDOMINIUM,67,1912,72464,2877545,39.71,1165946,16.09,1711599,12939008,178.56,Manhattan
MURRAY HILL,R4-CONDOMINIUM,101,1952,87697,3121136,35.59,971683,11.08,2149453,15884007,181.12,Manhattan
MURRAY HILL,R4-CONDOMINIUM,17,1998,30371,1401622,46.15,374171,12.32,1027451,7725000,254.35,Manhattan
MURRAY HILL,R4-CONDOMINIUM,113,1961,88230,3503613,39.71,1419621,16.09,2083992,15754000,178.56,Manhattan
MURRAY HILL,R4-CONDOMINIUM,224,1956,212756,8376204,39.37,2584985,12.15,5791219,43789993,205.82,Manhattan
MURRAY HILL,R4-CONDOMINIUM,172,2003,162488,7336333,45.15,2031100,12.5,5305233,39489994,243.03,Manhattan
MURRAY HILL,R4-CONDOMINIUM,174,1986,134519,5513934,40.99,1536207,11.42,3977727,30042971,223.34,Manhattan
GRAMERCY,R4-CONDOMINIUM,645,1987,575077,25665687,44.63,5618502,9.77,20047185,150901014,262.4,Manhattan
GRAMERCY,R4-CONDOMINIUM,24,1913,30260,1284234,42.44,413049,13.65,871185,5422993,179.21,Manhattan
GRAMERCY,R4-CONDOMINIUM,23,1956,8053,341769,42.44,109923,13.65,231846,1528992,189.87,Manhattan
GRAMERCY,R4-CONDOMINIUM,51,1909,61406,2606071,42.44,838192,13.65,1767879,13333001,217.13,Manhattan
GRAMERCY,R4-CONDOMINIUM,95,2004,87310,4408282,50.49,1203132,13.78,3205150,21230013,243.16,Manhattan
GRAMERCY,R4-CONDOMINIUM,11,1920,36270,1242973,34.27,464981,12.82,777992,5575770,153.73,Manhattan
MURRAY HILL,R4-CONDOMINIUM,25,1920,53181,2072464,38.97,684439,12.87,1388025,10499002,197.42,Manhattan
MURRAY HILL,R4-CONDOMINIUM,29,1920,25354,1124450,44.35,316164,12.47,808286,4556654,179.72,Manhattan
MURRAY HILL,R4-CONDOMINIUM,12,2006,23122,1025461,44.35,288331,12.47,737130,5550000,240.03,Manhattan
MURRAY HILL,R4-CONDOMINIUM,52,1984,65112,2600573,39.94,904406,13.89,1696167,12820997,196.91,Manhattan
MURRAY HILL,R4-CONDOMINIUM,53,1987,55715,1948354,34.97,598379,10.74,1349975,9989001,179.29,Manhattan
MURRAY HILL,R4-CONDOMINIUM,71,1988,77154,2863956,37.12,793143,10.28,2070813,15237997,197.5,Manhattan
MURRAY HILL,R4-CONDOMINIUM,15,1920,14000,530040,37.86,142940,10.21,387100,2930000,209.29,Manhattan
MURRAY HILL,R4-CONDOMINIUM,79,1988,71011,3278578,46.17,858523,12.09,2420055,18196001,256.24,Manhattan
MURRAY HILL,R4-CONDOMINIUM,330,1961,270870,10758956,39.72,2987696,11.03,7771260,58748990,216.89,Manhattan
MURRAY HILL,R4-CONDOMINIUM,28,2002,38960,1589568,40.8,463624,11.9,1125944,8505000,218.3,Manhattan
MURRAY HILL,R4-CONDOMINIUM,78,1963,45116,1622823,35.97,485448,10.76,1137375,8392006,186.01,Manhattan
MURRAY HILL,R4-CONDOMINIUM,101,2006,136474,6325570,46.35,1535333,11.25,4790237,36011001,263.87,Manhattan
MURRAY HILL,R4-CONDOMINIUM,109,1924,158571,5581699,35.2,1807709,11.4,3773990,27912001,176.02,Manhattan
MURRAY HILL,R4-CONDOMINIUM,176,1960,128571,4525699,35.2,1465709,11.4,3059990,22630999,176.02,Manhattan
MURRAY HILL,R4-CONDOMINIUM,43,1924,51562,2246041,43.56,765696,14.85,1480345,11151001,216.26,Manhattan
GRAMERCY,R4-CONDOMINIUM,32,1915,51136,2178394,42.6,554314,10.84,1624080,12252001,239.6,Manhattan
GRAMERCY,R4-CONDOMINIUM,127,1901,174042,7280177,41.83,2225997,12.79,5054180,38150999,219.21,Manhattan
GRAMERCY,R4-CONDOMINIUM,13,1948,30116,1148925,38.15,322844,10.72,826081,4785004,158.89,Manhattan
GRAMERCY,R4-CONDOMINIUM,64,1920,81685,3069722,37.58,1052103,12.88,2017619,12539999,153.52,Manhattan
GRAMERCY,R4-CONDOMINIUM,43,1965,29535,981743,33.24,278220,9.42,703523,4543013,153.82,Manhattan
GRAMERCY,RR-CONDOMINIUM,49,2006,60117,2401073,39.94,835025,13.89,1566048,11837000,196.9,Manhattan
MURRAY HILL,R4-CONDOMINIUM,80,2001,79132,3433537,43.39,936923,11.84,2496614,18810001,237.7,Manhattan
MURRAY HILL,R4-CONDOMINIUM,30,1925,41297,1391296,33.69,466656,11.3,924640,6863994,166.21,Manhattan
MURRAY HILL,R4-CONDOMINIUM,25,1983,27950,1049523,37.55,360555,12.9,688968,5064000,181.18,Manhattan
MURRAY HILL,R4-CONDOMINIUM,165,1990,198838,8329324,41.89,2388044,12.01,5941280,44842997,225.53,Manhattan
MURRAY HILL,R4-CONDOMINIUM,191,2007,222784,10468620,46.99,2873914,12.9,7594706,57068992,256.16,Manhattan
MURRAY HILL,R4-CONDOMINIUM,118,1963,123404,4438842,35.97,1327827,10.76,3111015,22954002,186.01,Manhattan
MURRAY HILL,R4-CONDOMINIUM,234,1988,235948,9081639,38.49,2560036,10.85,6521603,49345997,209.14,Manhattan
KIPS BAY,R4-CONDOMINIUM,9,1910,7335,262886,35.84,67629,9.22,195257,1447999,197.41,Manhattan
KIPS BAY,R4-CONDOMINIUM,15,1910,20425,707726,34.65,247960,12.14,459766,3404001,166.66,Manhattan
KIPS BAY,R4-CONDOMINIUM,207,2007,233744,11294510,48.32,2940500,12.58,8354010,62671008,268.12,Manhattan
KIPS BAY,R4-CONDOMINIUM,128,1956,125776,4216012,33.52,1255244,9.98,2960768,21986993,174.81,Manhattan
KIPS BAY,R4-CONDOMINIUM,1121,1962,1171064,40158762,34.29,13981299,11.94,26177463,149834719,127.95,Manhattan
KIPS BAY,R4-CONDOMINIUM,205,1961,194733,6527450,33.52,1943435,9.98,4584015,34041006,174.81,Manhattan
KIPS BAY,R4-CONDOMINIUM,818,1986,842317,36623943,43.48,12617909,14.98,24006034,150700011,178.91,Manhattan
KIPS BAY,R4-CONDOMINIUM,118,1984,119395,4595514,38.49,1295436,10.85,3300078,24970015,209.14,Manhattan
KIPS BAY,R4-CONDOMINIUM,485,1984,508026,18207652,35.84,4694160,9.24,13513492,99811929,196.47,Manhattan
KIPS BAY,R4-CONDOMINIUM,411,1989,510770,20119230,39.39,6415271,12.56,13703959,103622004,202.87,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,445,1927,328716,15702763,47.77,4615173,14.04,11087590,83270992,253.32,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,212,1968,223307,8851889,39.64,2465309,11.04,6386580,48284003,216.22,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,50,1982,96492,3438010,35.63,984218,10.2,2453792,18132014,187.91,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,65,1926,74422,2665052,35.81,797060,10.71,1867992,13797999,185.4,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,340,1987,494266,21100216,42.69,6277178,12.7,14823038,111813001,226.22,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,247,1986,399221,16088606,40.3,5860564,14.68,10228042,77286005,193.59,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,33,1923,32796,1248216,38.06,290245,8.85,957971,6870000,209.48,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,35,1922,88288,3167773,35.88,1063870,12.05,2103903,15526997,175.87,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,103,1926,121921,4852456,39.8,1515478,12.43,3336978,23760039,194.88,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,183,1930,187345,8857672,47.28,2718376,14.51,6139296,46124996,246.2,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,420,1930,340000,14314000,42.1,3804600,11.19,10509400,73480085,216.12,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,79,1950,78236,2941674,37.6,1006115,12.86,1935559,14225999,181.83,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,80,1918,87821,3302070,37.6,1129378,12.86,2172692,15969000,181.84,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,218,2006,293691,12390823,42.19,3882595,13.22,8508228,64203002,218.61,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,137,2005,165323,7641229,46.22,2264925,13.7,5376304,40422990,244.51,Manhattan
MIDTOWN WEST,RR-CONDOMINIUM,90,2003,73690,3532000,47.93,662000,8.98,2870000,20241000,274.68,Manhattan
MIDTOWN WEST,RR-CONDOMINIUM,304,2003,268626,12708696,47.31,3322904,12.37,9385792,66195000,246.42,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,108,2002,210177,9943474,47.31,2599889,12.37,7343585,55094999,262.14,Manhattan
MIDTOWN WEST,RR-CONDOMINIUM,484,1987,538783,21314000,39.56,8111000,15.05,13203000,93512000,173.56,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,528,2004,604403,26750877,44.26,6618213,10.95,20132664,151578964,250.79,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,122,2007,125813,5815077,46.22,1723638,13.7,4091439,30763001,244.51,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,704,1989,551052,23882594,43.34,7125102,12.93,16757492,126251989,229.11,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,215,2005,249339,11524449,46.22,3415944,13.7,8108505,60965998,244.51,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,65,1942,54785,1710936,31.23,402670,7.35,1308266,9768001,178.3,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,65,1947,54655,1706876,31.23,401714,7.35,1305162,9745001,178.3,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,66,2005,56935,2412905,42.38,675818,11.87,1737087,13105995,230.19,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,576,1931,609127,24791469,40.7,7461806,12.25,17329663,130907993,214.91,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,595,1978,706825,32775475,46.37,7902304,11.18,24873171,186988005,264.55,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,261,1982,263995,10638999,40.3,3875447,14.68,6763552,51106994,193.59,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,296,1987,314941,14197540,45.08,3376168,10.72,10821372,81431008,258.56,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,20,1987,15764,662088,42,189010,11.99,473078,3569999,226.47,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,165,1955,377444,15811129,41.89,4287764,11.36,11523365,86975006,230.43,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,65,1955,217897,10302170,47.28,2436088,11.18,7866082,58806997,269.88,Manhattan
CLINTON,RR-CONDOMINIUM,262,2000,245000,9868600,40.28,2643550,10.79,7225050,54595000,222.84,Manhattan
CLINTON,R4-CONDOMINIUM,58,2007,54027,2405282,44.52,620770,11.49,1784512,13434003,248.65,Manhattan
CLINTON,R4-CONDOMINIUM,21,1920,26041,967684,37.16,282024,10.83,685660,4675009,179.52,Manhattan
CLINTON,R4-CONDOMINIUM,34,1986,28692,924743,32.23,300118,10.46,624625,4650999,162.1,Manhattan
CLINTON,R4-CONDOMINIUM,28,1920,20655,703716,34.07,227412,11.01,476304,3530998,170.95,Manhattan
CLINTON,R4-CONDOMINIUM,34,1986,30457,981629,32.23,192488,6.32,789141,5876000,192.93,Manhattan
CLINTON,R4-CONDOMINIUM,83,2007,169323,10347329,61.11,1998011,11.8,8349318,62080991,366.64,Manhattan
CLINTON,R4-CONDOMINIUM,95,2008,125313,5047608,40.28,1352127,10.79,3695481,27976996,223.26,Manhattan
CLINTON,R4-CONDOMINIUM,29,1986,32906,1060560,32.23,207966,6.32,852594,6347998,192.91,Manhattan
CLINTON,R4-CONDOMINIUM,27,1928,56495,2443409,43.25,692064,12.25,1751345,10999974,194.71,Manhattan
CLINTON,R4-CONDOMINIUM,16,1910,52794,1788133,33.87,526884,9.98,1261249,9360001,177.29,Manhattan
CLINTON,R4-CONDOMINIUM,67,2008,96337,3880454,40.28,1039476,10.79,2840978,21466995,222.83,Manhattan
CLINTON,RR-CONDOMINIUM,25,2001,22475,187000,8.32,74800,3.33,112200,615000,27.36,Manhattan
CLINTON,R4-CONDOMINIUM,311,1988,257680,10379350,40.28,2780367,10.79,7598983,57420002,222.83,Manhattan
CLINTON,RR-CONDOMINIUM,72,2005,91749,679000,7.4,356000,3.88,323000,1776000,19.36,Manhattan
CLINTON,R4-CONDOMINIUM,151,2003,116904,4708893,40.28,1261394,10.79,3447499,22770014,194.78,Manhattan
CLINTON,R4-CONDOMINIUM,45,2006,40594,1508473,37.16,368188,9.07,1140285,7282013,179.39,Manhattan
CLINTON,R4-CONDOMINIUM,108,2008,73634,3019730,41.01,823228,11.18,2196502,16588999,225.29,Manhattan
CLINTON,RR-CONDOMINIUM,58,2005,36933,1312000,35.52,349000,9.45,963000,6683000,180.95,Manhattan
CLINTON,RR-CONDOMINIUM,233,2005,236187,8389000,35.52,2233000,9.45,6156000,42723000,180.89,Manhattan
CLINTON,RR-CONDOMINIUM,281,2005,300239,9877000,32.9,2691000,8.96,7186000,39901999,132.9,Manhattan
CLINTON,RR-CONDOMINIUM,68,2005,41598,1713838,41.2,443851,10.67,1269987,8963000,215.47,Manhattan
CLINTON,RR-CONDOMINIUM,27,1910,31779,215000,6.77,53750,1.69,161250,1200000,37.76,Manhattan
CLINTON,RR-CONDOMINIUM,222,2009,620611,23285325,37.52,6845339,11.03,16439986,102711025,165.5,Manhattan
CLINTON,R4-CONDOMINIUM,478,2005,467344,18558230,39.71,4350973,9.31,14207257,106039889,226.9,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,166,1982,202235,8146026,40.28,2182116,10.79,5963910,45065001,222.83,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,158,1960,415113,22059105,53.14,4943996,11.91,17115109,98670004,237.69,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,94,1930,125900,4508479,35.81,916552,7.28,3591927,26532006,210.74,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,120,1987,146748,6473054,44.11,1885712,12.85,4587342,34542996,235.39,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,202,2005,730068,41314548,56.59,10111442,13.85,31203106,232529002,318.5,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,425,1932,598316,26481466,44.26,6551560,10.95,19929906,150000023,250.7,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,549,1979,591835,29816647,50.38,6249778,10.56,23566869,113235845,191.33,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,655,1970,806195,35682191,44.26,8827835,10.95,26854356,202186010,250.79,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,53,1999,146262,6760230,46.22,2003789,13.7,4756441,33220008,227.13,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,11,1983,9335,325325,34.85,62264,6.67,263061,1946998,208.57,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,65,1911,87712,4157549,47.4,1323574,15.09,2833975,18873983,215.18,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,54,1939,40545,1442997,35.59,396125,9.77,1046872,6237003,153.83,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,26,1986,58898,2742291,46.56,864623,14.68,1877668,13310000,225.98,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,175,1983,154328,6481776,42,1850393,11.99,4631383,29256726,189.57,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,132,1928,139400,5457510,39.15,1770380,12.7,3687130,27884001,200.03,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,158,1924,239122,10793967,45.14,3687261,15.42,7106706,53473998,223.63,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,62,1900,57627,1925894,33.42,605660,10.51,1320234,8855006,153.66,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,133,1998,239035,11136641,46.59,2794319,11.69,8342322,54230013,226.87,Manhattan
UPPER WEST SIDE (59-79),RR-CONDOMINIUM,498,1986,441871,20285000,45.91,5360000,12.13,14925000,105410000,238.55,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,222,1988,269253,11120149,41.3,3642993,13.53,7477156,56460998,209.69,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,347,1989,442560,19950605,45.08,4744243,10.72,15206362,114428002,258.56,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,143,1995,271808,12103610,44.53,3821620,14.06,8281990,62345995,229.38,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,199,1997,320750,14196395,44.26,3592400,11.2,10603995,76229980,237.66,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,75,1985,68609,3036634,44.26,751269,10.95,2285365,17205997,250.78,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,281,1992,325921,15839761,48.6,4093568,12.56,11746193,77439913,237.6,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,680,1965,665236,28252573,42.47,10929827,16.43,17322746,126500004,190.16,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,161,1987,239435,10168804,42.47,3933917,16.43,6234887,47037994,196.45,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,83,1903,95930,4126909,43.02,1302729,13.58,2824180,21176538,220.75,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,87,1926,119000,4198320,35.28,1405390,11.81,2792930,20653000,173.55,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,122,1989,179380,6708812,37.4,2217137,12.36,4491675,33028999,184.13,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,55,1940,43578,1539175,35.32,489381,11.23,1049794,7761992,178.12,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,66,1905,46142,1524993,33.05,459574,9.96,1065419,7919998,171.64,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,17,2007,45900,2179332,47.48,599913,13.07,1579419,11865001,258.5,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,34,1913,50284,1871068,37.21,600894,11.95,1270174,7732972,153.79,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,8,1900,13182,485229,36.81,115606,8.77,369623,2728001,206.95,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,23,1988,47376,1803604,38.07,491289,10.37,1312315,9932997,209.66,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,93,1987,68225,2922077,42.83,731372,10.72,2190705,16523996,242.2,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,98,1930,135531,5266735,38.86,1622306,11.97,3644429,22879996,168.82,Manhattan
UPPER WEST SIDE (59-79),RR-CONDOMINIUM,248,1991,264070,10675000,40.42,3673000,13.91,7002000,49558000,187.67,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,1,1991,945,40000,42.33,14000,14.81,26000,184000,194.71,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,172,2005,213067,8582339,40.28,2298993,10.79,6283346,47479019,222.84,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,186,2007,259288,10444121,40.28,2797718,10.79,7646403,57777990,222.83,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,80,2004,86299,3476124,40.28,931166,10.79,2544958,19230003,222.83,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,40,2007,61344,2375240,38.72,609146,9.93,1766094,13360000,217.79,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,170,2006,223560,9894766,44.26,2503872,11.2,7390894,55645997,248.91,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,53,1924,62164,1605696,25.83,407796,6.56,1197900,3823588,61.51,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,58,1986,58000,2203420,37.99,515040,8.88,1688380,12778986,220.33,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,20,1912,47000,1899270,40.41,522170,11.11,1377100,5611982,119.4,Manhattan
UPPER WEST SIDE (59-79),RR-CONDOMINIUM,196,2008,203946,9320332,45.7,2320905,11.38,6999427,52647000,258.14,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,201,1991,265469,11239957,42.34,3873193,14.59,7366764,55398460,208.68,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,159,1926,186929,7387434,39.52,2411384,12.9,4976050,37622998,201.27,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,465,1902,446600,16885946,37.81,5109104,11.44,11776842,56973440,127.57,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,29,1928,90440,4337502,47.96,1400011,15.48,2937491,22057999,243.9,Manhattan
